datetime,Open,High,Low,Close,Adj Close,Volume
2010-01-04 00:00:00+00:00,61.84,63.43,61.77,63.16,50.9205248257,3729300
2010-01-05 00:00:00+00:00,63.6,64.22,63.14,63.55,51.2349485857,3195800
2010-01-06 00:00:00+00:00,63.31,64.51,63.31,63.72,51.3720050965,3545900
2010-01-07 00:00:00+00:00,63.56,65.27,63.08,64.94,52.355587115,4994300
2010-01-08 00:00:00+00:00,64.62,65.9,64.08,65.83,53.0731182596,2164400
2010-01-11 00:00:00+00:00,66.48,66.49,64.6,65.14,52.5168300688,3038200
2010-01-12 00:00:00+00:00,64.48,64.48,62.37,62.53,50.4126095211,5338700
2010-01-13 00:00:00+00:00,62.7,63.1,61.0,62.94,50.7431575765,4254900
2010-01-14 00:00:00+00:00,62.89,63.21,62.31,63.01,50.7995926103,1725600
2010-01-15 00:00:00+00:00,62.89,63.41,61.11,62.43,50.3319880442,3831200
2010-01-19 00:00:00+00:00,62.13,63.04,61.65,63.04,50.8237790534,2006800
2010-01-20 00:00:00+00:00,62.25,62.38,60.86,62.04,50.0175642842,2369800
2010-01-21 00:00:00+00:00,62.3,62.77,59.91,60.19,48.526066961,5539500
2010-01-22 00:00:00+00:00,59.75,61.5,58.69,58.69,47.3167448072,6095600
2010-01-25 00:00:00+00:00,59.46,60.58,59.46,59.99,48.3648240072,3809900
2010-01-26 00:00:00+00:00,59.11,60.415,58.42,59.09,47.6392307149,4413900
2010-01-27 00:00:00+00:00,59.65,61.75,57.2,58.89,47.477987761,7760000
2010-01-28 00:00:00+00:00,59.26,59.46,57.47,57.87,46.6556486964,3651200
2010-01-29 00:00:00+00:00,58.43,59.86,57.36,57.79,46.5911515149,5221900
2010-02-01 00:00:00+00:00,58.45,59.89,58.18,59.72,48.1471460195,3636000
2010-02-02 00:00:00+00:00,59.66,61.28,59.66,61.21,49.3484060257,3454400
2010-02-03 00:00:00+00:00,60.9,61.17,59.6,60.07,48.4293211887,2446100
2010-02-04 00:00:00+00:00,59.75,59.76,56.99,57.32,46.2122305733,5163900
2010-02-05 00:00:00+00:00,57.56,58.04,55.89,57.98,46.744332321,6737000
2010-02-08 00:00:00+00:00,57.91,58.48,56.91,57.03,45.9784282902,3301600
2010-02-09 00:00:00+00:00,58.05,58.94,57.31,57.69,46.5105300379,4966400
2010-02-10 00:00:00+00:00,57.69,58.65,56.56,57.87,46.6556486964,4739300
2010-02-11 00:00:00+00:00,57.88,59.2,57.53,59.03,47.5908578287,2757300
2010-02-12 00:00:00+00:00,58.0,58.83,57.63,58.42,47.0990668195,3918300
2010-02-16 00:00:00+00:00,59.82,60.62,59.2,60.46,48.7437449487,3241500
2010-02-17 00:00:00+00:00,60.82,61.26,60.26,60.76,48.9856093795,3294800
2010-02-18 00:00:00+00:00,60.54,61.14,59.65,60.68,48.921112198,3206100
2010-02-19 00:00:00+00:00,60.51,61.09,60.0,60.84,49.0501065611,2453200
2010-02-22 00:00:00+00:00,61.31,61.31,59.93,60.13,48.4776940749,2135800
2010-02-23 00:00:00+00:00,59.78,59.94,58.37,58.73,47.3489933979,2750800
2010-02-24 00:00:00+00:00,58.97,59.52,58.34,59.0,47.5666713856,2211100
2010-02-25 00:00:00+00:00,57.99,58.71,57.01,58.66,47.2925583641,2873300
2010-02-26 00:00:00+00:00,58.73,59.08,58.22,58.8,47.4054284318,2587200
2010-03-01 00:00:00+00:00,59.14,60.11,59.13,60.0,48.3728861549,2388100
2010-03-02 00:00:00+00:00,60.33,61.0,59.98,60.22,48.5502534041,3557000
2010-03-03 00:00:00+00:00,60.49,61.05,60.37,60.55,48.816304278,2888300
2010-03-04 00:00:00+00:00,60.55,60.89,59.81,60.42,48.711496358,2807800
2010-03-05 00:00:00+00:00,60.99,61.58,60.64,61.54,49.6144568995,3403600
2010-03-08 00:00:00+00:00,61.69,61.81,60.62,61.25,49.3806546164,2120900
2010-03-09 00:00:00+00:00,60.83,60.97,60.06,60.5,48.7759935395,3453800
2010-03-10 00:00:00+00:00,60.36,61.57,60.36,61.27,49.3967789118,2898400
2010-03-11 00:00:00+00:00,60.91,61.17,60.5,60.95,49.2194116626,2358300
2010-03-12 00:00:00+00:00,61.32,61.66,61.0,61.26,49.4697482929,1628900
2010-03-15 00:00:00+00:00,60.87,61.08,60.03,60.43,48.7994921537,3022800
2010-03-16 00:00:00+00:00,60.78,61.76,60.34,61.65,49.7846879245,3079600
2010-03-17 00:00:00+00:00,62.02,63.11,61.99,62.65,50.5922254415,2901900
2010-03-18 00:00:00+00:00,62.45,62.54,60.8,61.66,49.7927632997,2830400
2010-03-19 00:00:00+00:00,61.89,62.13,60.46,61.19,49.4132206667,4025600
2010-03-22 00:00:00+00:00,60.49,61.63,60.28,61.38,49.5666527949,2495900
2010-03-23 00:00:00+00:00,61.23,61.63,60.79,61.43,49.6070296708,2575500
2010-03-24 00:00:00+00:00,60.92,61.89,60.65,61.44,49.6151050459,2614100
2010-03-25 00:00:00+00:00,62.02,62.02,60.17,60.25,48.6541354007,2397500
2010-03-26 00:00:00+00:00,60.64,60.81,59.33,59.67,48.1857636408,3241000
2010-03-29 00:00:00+00:00,60.1,61.44,59.73,61.08,49.3243915398,3434500
2010-03-30 00:00:00+00:00,61.25,62.39,60.82,62.12,50.1642305575,3512000
2010-03-31 00:00:00+00:00,62.23,63.15,61.8,62.55,50.5114716898,2894800
2010-04-01 00:00:00+00:00,63.08,64.24,63.06,63.7,51.4401398344,3504000
2010-04-05 00:00:00+00:00,64.27,64.61,64.0,64.28,51.9085115943,3479800
2010-04-06 00:00:00+00:00,64.01,64.52,63.85,64.29,51.9165869695,3332700
2010-04-07 00:00:00+00:00,64.13,64.23,62.77,63.07,50.9313911987,3658400
2010-04-08 00:00:00+00:00,62.59,64.49,61.97,64.19,51.8358332178,4151700
2010-04-09 00:00:00+00:00,64.77,65.15,64.31,64.75,52.2880542273,3072900
2010-04-12 00:00:00+00:00,65.21,65.58,64.77,65.28,52.7160491113,2136700
2010-04-13 00:00:00+00:00,65.25,65.6,63.93,65.07,52.5464662327,3057300
2010-04-14 00:00:00+00:00,65.61,66.15,64.44,65.56,52.9421596161,3735300
2010-04-15 00:00:00+00:00,65.5,65.5,64.3405,64.91,52.41726023,3384400
2010-04-16 00:00:00+00:00,64.41,64.96,62.84,63.65,51.3997629586,3824400
2010-04-19 00:00:00+00:00,62.99,63.55,62.25,63.48,51.2624815807,2813700
2010-04-20 00:00:00+00:00,63.9,65.77,63.9,65.3,52.7321998617,3790400
2010-04-21 00:00:00+00:00,65.18,65.53,64.17,64.75,52.2880542273,2560300
2010-04-22 00:00:00+00:00,63.4,64.33,63.05,64.2,51.8439085929,2857400
2010-04-23 00:00:00+00:00,64.25,65.53,63.65,65.53,52.9179334906,3318800
2010-04-26 00:00:00+00:00,65.41,65.9,64.97,65.35,52.7725767375,2617600
2010-04-27 00:00:00+00:00,64.87,66.22,63.28,63.35,51.1575017035,3566300
2010-04-28 00:00:00+00:00,64.27,64.95,62.34,63.67,51.4159137089,5040100
2010-04-29 00:00:00+00:00,64.12,64.84,63.39,64.32,51.940813095,3370000
2010-04-30 00:00:00+00:00,64.41,64.75,62.08,63.55,51.3190092069,4564800
2010-05-03 00:00:00+00:00,63.93,64.62,62.72,64.03,51.706627215,3108300
2010-05-04 00:00:00+00:00,63.22,63.29,61.01,62.38,50.3741903119,3679400
2010-05-05 00:00:00+00:00,61.14,62.39,60.06,61.41,49.5908789204,6901600
2010-05-06 00:00:00+00:00,60.8,61.195,55.0,58.21,47.006758866,9138000
2010-05-07 00:00:00+00:00,58.31,58.59,56.0,56.74,45.8196787159,6259700
2010-05-10 00:00:00+00:00,59.47,60.46,58.21,59.95,48.4118741456,7148800
2010-05-11 00:00:00+00:00,58.97,60.19,58.27,58.61,47.3297738728,5100800
2010-05-12 00:00:00+00:00,58.97,59.36,57.82,58.84,47.5155075017,4588200
2010-05-13 00:00:00+00:00,58.78,58.94,57.71,58.0,46.8371759874,5771900
2010-05-14 00:00:00+00:00,57.34,57.43,55.23,56.06,45.2705532044,5002000
2010-05-17 00:00:00+00:00,56.365,56.63,53.92,55.5,44.8183321948,4410700
2010-05-18 00:00:00+00:00,56.44,57.02,54.81,55.2,44.5760709397,5298900
2010-05-19 00:00:00+00:00,54.76,55.46,53.56,55.0,44.4145634363,5325600
2010-05-20 00:00:00+00:00,53.59,53.59,51.43,51.52,41.6043328771,6482000
2010-05-21 00:00:00+00:00,50.44,53.33,50.1,52.91,42.7268100257,6102600
2010-05-24 00:00:00+00:00,52.68,52.68,51.25,51.28,41.410523873,4529100
2010-05-25 00:00:00+00:00,49.76,52.37,49.5,52.24,42.1857598893,5379100
2010-05-26 00:00:00+00:00,53.17,53.25,51.39,51.62,41.6850866288,3962200
2010-05-27 00:00:00+00:00,53.0,54.63,52.89,54.55,44.0511715536,3818700
2010-05-28 00:00:00+00:00,54.3,54.64,52.82,53.2,42.9609959057,3976600
2010-06-01 00:00:00+00:00,52.36,53.1,50.39,50.49,40.7725692345,4488800
2010-06-02 00:00:00+00:00,50.33,52.13,49.88,52.13,42.0969307624,4136800
2010-06-03 00:00:00+00:00,52.25,52.8,51.44,52.59,42.4683980203,3076500
2010-06-04 00:00:00+00:00,51.39,52.21,50.12,50.5,40.7806446097,3405500
2010-06-07 00:00:00+00:00,50.68,51.95,50.21,50.37,40.6756647325,3693100
2010-06-08 00:00:00+00:00,49.79,50.1,48.7,49.69,40.1265392209,6024100
2010-06-09 00:00:00+00:00,50.17,51.46,49.61,49.88,40.2799713491,4202100
2010-06-10 00:00:00+00:00,51.05,52.7,50.88,52.66,42.5249256465,4571200
2010-06-11 00:00:00+00:00,51.78,53.57,51.78,53.45,43.1628802849,3109600
2010-06-14 00:00:00+00:00,54.19,54.75,53.56,53.67,43.4212922904,4235800
2010-06-15 00:00:00+00:00,54.24,55.39,53.97,55.31,44.7481214194,2612700
2010-06-16 00:00:00+00:00,54.85,55.48,54.57,55.0,44.4973183523,2510200
2010-06-17 00:00:00+00:00,55.15,55.205,54.17,54.69,44.2465152853,3510100
2010-06-18 00:00:00+00:00,54.9,56.22,54.27,56.18,45.4519880915,4057200
2010-06-21 00:00:00+00:00,57.09,57.45,55.59,56.01,45.3144509257,3593600
2010-06-22 00:00:00+00:00,55.9,56.06,54.34,54.51,44.1008876979,4328000
2010-06-23 00:00:00+00:00,54.46,55.47,53.971,55.07,44.553951303,3992200
2010-06-24 00:00:00+00:00,54.82,54.98,53.38,53.73,43.4698348195,4527700
2010-06-25 00:00:00+00:00,53.96,54.48,53.11,53.8,43.5264677701,3181800
2010-06-28 00:00:00+00:00,53.79,53.835,52.665,52.97,42.8549627841,3179000
2010-06-29 00:00:00+00:00,52.18,52.21,50.78,50.95,41.2206976373,4094700
2010-06-30 00:00:00+00:00,51.03,51.86,50.21,50.34,40.7271819247,4065400
2010-07-01 00:00:00+00:00,49.82,50.74,48.71,49.96,40.419745907,5958100
2010-07-02 00:00:00+00:00,50.17,50.76,49.64,50.08,40.5168309652,2873500
2010-07-06 00:00:00+00:00,51.2,51.92,50.3,50.95,41.2206976373,4341000
2010-07-07 00:00:00+00:00,51.29,53.22,51.23,53.22,43.057223322,3716800
2010-07-08 00:00:00+00:00,53.79,54.11,52.76,54.1,43.7691804157,2817200
2010-07-09 00:00:00+00:00,54.04,54.11,52.63,53.23,43.0653137435,2932000
2010-07-12 00:00:00+00:00,53.05,53.69,52.7,53.69,43.4374731334,2288300
2010-07-13 00:00:00+00:00,54.39,54.74,53.99,54.35,43.9714409536,2439900
2010-07-14 00:00:00+00:00,53.96,54.49,53.33,53.59,43.3565689182,2707900
2010-07-15 00:00:00+00:00,53.9,53.9,52.4175,53.32,43.1381275372,3314600
2010-07-16 00:00:00+00:00,52.49,52.88,51.26,51.49,41.6575803993,3320600
2010-07-19 00:00:00+00:00,51.88,52.38,51.485,51.83,41.9326547309,2036600
2010-07-20 00:00:00+00:00,51.05,52.93,51.0,52.88,42.7821489904,3433400
2010-07-21 00:00:00+00:00,53.59,53.59,50.41,50.89,41.1721551082,5432200
2010-07-22 00:00:00+00:00,51.46,52.89,51.34,52.2,42.2320003271,5847900
2010-07-23 00:00:00+00:00,52.04,52.94,51.32,52.7,42.6365214031,4835700
2010-07-26 00:00:00+00:00,52.61,53.058,52.2,52.78,42.7012447752,5053200
2010-07-27 00:00:00+00:00,52.9,53.36,52.41,53.3,43.1219466942,6413500
2010-07-28 00:00:00+00:00,53.11,53.94,52.01,52.47,42.4504417081,7073800
2010-07-29 00:00:00+00:00,52.51,54.03,52.49,53.85,43.5669198777,6356100
2010-07-30 00:00:00+00:00,53.37,53.91,52.936,53.59,43.3565689182,4471300
2010-08-02 00:00:00+00:00,54.63,56.08,54.52,55.94,45.2578179751,4416700
2010-08-03 00:00:00+00:00,56.06,56.1545,55.07,56.08,45.3710838764,3469400
2010-08-04 00:00:00+00:00,56.2,56.56,55.74,56.5,45.7108815801,2955600
2010-08-05 00:00:00+00:00,56.0,56.5914,55.79,56.31,45.5571635713,2146900
2010-08-06 00:00:00+00:00,55.82,56.19,54.65,55.59,44.9746532219,2565400
2010-08-09 00:00:00+00:00,56.07,56.2,55.31,56.06,45.3549030333,2188600
2010-08-10 00:00:00+00:00,55.07,55.95,54.65,55.56,44.9503819574,2799900
2010-08-11 00:00:00+00:00,54.41,54.51,53.04,53.4,43.2028509094,2922500
2010-08-12 00:00:00+00:00,52.37,53.48,52.28,53.16,43.0086807929,2148500
2010-08-13 00:00:00+00:00,52.88,53.74,52.73,52.77,42.6931543537,1974900
