Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,37.36170196533203,37.6340446472168,36.97021484375,37.055320739746094,20.644094467163086,1670380
2010-01-05,36.944679260253906,37.26808547973633,36.37446975708008,36.63829803466797,20.41177749633789,2499460
2010-01-06,36.63829803466797,37.10638427734375,36.61276626586914,36.79148864746094,20.497112274169922,1799865
2010-01-07,36.78297805786133,36.85957336425781,36.26382827758789,36.45106506347656,20.307464599609375,1421985
2010-01-08,36.33191680908203,36.79148864746094,36.12765884399414,36.73191452026367,20.463926315307617,1114840
2010-01-11,36.961700439453125,37.25957489013672,36.62978744506836,37.25106430053711,20.753154754638672,1445015
2010-01-12,37.09787368774414,37.48085021972656,36.85957336425781,37.21702194213867,20.73418426513672,2752790
2010-01-13,37.4212760925293,37.599998474121094,37.26808547973633,37.54893493652344,20.919103622436523,1315530
2010-01-14,37.565956115722656,37.74468231201172,37.302127838134766,37.69361877441406,20.99971580505371,1187925
2010-01-15,37.599998474121094,37.599998474121094,36.961700439453125,37.38723373413086,20.829021453857422,1586955
2010-01-19,37.48085021972656,37.804256439208984,37.39574432373047,37.7276611328125,21.018674850463867,1320935
2010-01-20,37.310638427734375,37.48936080932617,36.88510513305664,37.34468078613281,20.805315017700195,1771900
2010-01-21,37.25957489013672,37.591487884521484,36.323402404785156,36.46808624267578,20.316946029663086,2405578
2010-01-22,36.434043884277344,36.485107421875,35.75319290161133,35.795745849609375,19.942371368408203,2405108
2010-01-25,36.14468002319336,36.536170959472656,35.66808319091797,36.30638122558594,20.226858139038086,1970123
2010-01-26,36.0936164855957,36.89361572265625,36.0936164855957,36.62978744506836,20.407026290893555,1914780
2010-01-27,36.536170959472656,36.536170959472656,35.95744705200195,36.38298034667969,20.269535064697266,1268530
2010-01-28,36.434043884277344,36.45106506347656,35.95744705200195,36.085105895996094,20.103580474853516,1263360
2010-01-29,36.25531768798828,36.400001525878906,35.77021408081055,35.778724670410156,19.932893753051758,1533258
2010-02-01,35.940425872802734,36.26382827758789,35.591487884521484,36.26382827758789,20.20315170288086,1231870
2010-02-02,36.221275329589844,36.63829803466797,35.812767028808594,36.62127685546875,20.40229606628418,954100
2010-02-03,36.544681549072266,36.62978744506836,36.1787223815918,36.323402404785156,20.236337661743164,626393
2010-02-04,36.076595306396484,36.22978591918945,35.53191375732422,35.53191375732422,19.79538917541504,1522565
2010-02-05,35.47233963012695,35.62553024291992,35.10638427734375,35.55744552612305,19.80961799621582,2456925
2010-02-08,35.60851287841797,35.75319290161133,35.25957489013672,35.319149017333984,19.676847457885742,1477328
2010-02-09,35.71915054321289,36.23829650878906,35.39574432373047,35.74468231201172,19.91393280029297,1545948
2010-02-10,35.77021408081055,35.98297882080078,35.429786682128906,35.70212936401367,19.890222549438477,1269823
2010-02-11,35.582977294921875,36.03404235839844,35.157447814941406,36.02553176879883,20.07038688659668,1041403
2010-02-12,35.7276611328125,35.84680938720703,35.40425491333008,35.70212936401367,19.890222549438477,1303545
2010-02-16,36.00851058959961,36.65531921386719,35.940425872802734,36.65531921386719,20.42125701904297,968435
2010-02-17,36.842552185058594,36.8510627746582,36.38298034667969,36.49361801147461,20.331172943115234,1098038
2010-02-18,36.35744857788086,37.11489486694336,36.35744857788086,37.09787368774414,20.667802810668945,1364293
2010-02-19,36.961700439453125,38.212764739990234,36.961700439453125,37.95744705200195,21.14668846130371,3291528
2010-02-22,38.02553176879883,38.289363861083984,37.84680938720703,37.97446823120117,21.156177520751953,1488725
2010-02-23,37.82978820800781,37.97446823120117,37.34468078613281,37.438297271728516,20.85746192932129,2186088
2010-02-24,37.55744552612305,37.7276611328125,37.08085250854492,37.66808319091797,20.985485076904297,1455120
2010-02-25,37.327659606933594,37.438297271728516,36.7574462890625,37.40425491333008,20.838504791259766,1512108
2010-02-26,37.40425491333008,37.53191375732422,36.89361572265625,36.953189849853516,20.587207794189453,1457000
2010-03-01,37.20000076293945,37.76170349121094,37.157447814941406,37.710636138916016,21.009193420410156,1552058
2010-03-02,37.89787292480469,38.11063766479492,37.83829879760742,38.0,21.170392990112305,1133640
2010-03-03,38.14468002319336,38.49361801147461,37.914894104003906,37.948936462402344,21.141950607299805,1657808
2010-03-04,38.0936164855957,38.14468002319336,37.71915054321289,38.04255294799805,21.19410514831543,1174413
2010-03-05,38.204254150390625,38.417022705078125,38.02553176879883,38.33191680908203,21.355318069458008,1260893
2010-03-08,38.28084945678711,38.38298034667969,38.11063766479492,38.16170120239258,21.260482788085938,1360768
2010-03-09,37.96595764160156,38.289363861083984,37.88085174560547,38.24680709838867,21.307899475097656,1840990
2010-03-10,38.221275329589844,38.25531768798828,37.77021408081055,38.13616943359375,21.246252059936523,1577673
2010-03-11,38.059574127197266,38.221275329589844,37.931915283203125,38.221275329589844,21.293672561645508,769155
2010-03-12,38.37446975708008,38.417022705078125,37.88936233520508,38.187232971191406,21.274709701538086,872673
2010-03-15,38.0936164855957,38.37446975708008,38.059574127197266,38.348934173583984,21.364797592163086,1168773
2010-03-16,38.35744857788086,38.834041595458984,38.2723388671875,38.817020416259766,21.625572204589844,1089108
2010-03-17,38.92766189575195,39.08936309814453,38.6638298034668,38.99574661254883,21.725141525268555,1492250
2010-03-18,38.47659683227539,38.553192138671875,38.323402404785156,38.417022705078125,21.65319061279297,1368053
2010-03-19,38.38298034667969,38.60425567626953,38.0936164855957,38.38298034667969,21.634000778198242,1584605
2010-03-22,38.22978591918945,38.3659553527832,38.076595306396484,38.26382827758789,21.566848754882812,927310
2010-03-23,38.24680709838867,38.570213317871094,38.10212707519531,38.536170959472656,21.720348358154297,1227053
2010-03-24,38.45957565307617,38.570213317871094,38.2723388671875,38.33191680908203,21.605224609375,2112650
2010-03-25,38.49361801147461,38.561702728271484,37.98297882080078,38.03404235839844,21.43733024597168,1382505
2010-03-26,38.04255294799805,38.33191680908203,37.795745849609375,38.04255294799805,21.44212532043457,1321053
2010-03-29,38.195743560791016,38.62127685546875,38.12765884399414,38.62127685546875,21.7683162689209,860218
2010-03-30,38.58723449707031,38.7574462890625,38.400001525878906,38.46808624267578,21.68196678161621,1305308
2010-03-31,38.35744857788086,38.38298034667969,37.804256439208984,37.95744705200195,21.394155502319336,1805740
2010-04-01,38.04255294799805,38.74042510986328,38.04255294799805,38.62127685546875,21.7683162689209,924490
2010-04-05,38.689361572265625,38.9361686706543,38.536170959472656,38.9361686706543,21.945802688598633,796180
2010-04-06,38.74042510986328,39.565956115722656,38.30638122558594,39.55744552612305,22.295970916748047,1099918
2010-04-07,39.55744552612305,39.62553024291992,39.038299560546875,39.25106430053711,22.12327766418457,731438
2010-04-08,39.20851135253906,39.21702194213867,38.89361572265625,39.046810150146484,22.008159637451172,919908
2010-04-09,39.14042663574219,39.25957489013672,38.73191452026367,39.25106430053711,22.12327766418457,809458
2010-04-12,39.40425491333008,39.54893493652344,39.26808547973633,39.36170196533203,22.18564224243164,750120
2010-04-13,39.35319137573242,39.36170196533203,38.89361572265625,39.174468994140625,22.080116271972656,633678
2010-04-14,39.182979583740234,39.182979583740234,38.79148864746094,39.14042663574219,22.060924530029297,1187573
2010-04-15,39.14042663574219,39.446807861328125,38.825531005859375,39.25106430053711,22.12327766418457,1334095
2010-04-16,39.191490173339844,39.327659606933594,38.46808624267578,38.842552185058594,21.89303207397461,1780125
2010-04-19,38.71489334106445,39.21702194213867,38.71489334106445,39.0638313293457,22.01775550842285,1469690
2010-04-20,39.293617248535156,39.40425491333008,39.11489486694336,39.327659606933594,22.16645622253418,1034705
2010-04-21,39.327659606933594,39.923404693603516,39.310638427734375,39.84680938720703,22.459068298339844,1595180
2010-04-22,39.69361877441406,40.28084945678711,39.52340316772461,40.221275329589844,22.67013168334961,1442665
2010-04-23,40.25531768798828,40.834041595458984,40.00851058959961,40.79148864746094,22.991535186767578,1348548
2010-04-26,40.697872161865234,40.825531005859375,40.434043884277344,40.46808624267578,22.80924415588379,1027420
2010-04-27,40.2723388671875,40.5787239074707,39.76170349121094,39.88936233520508,22.483049392700195,1362648
2010-04-28,40.1787223815918,41.26808547973633,40.00851058959961,41.09787368774414,23.16421127319336,2242135
2010-04-29,41.23404312133789,41.52340316772461,40.85957336425781,40.91063690185547,23.058683395385742,1802920
2010-04-30,41.021278381347656,41.514892578125,40.8510627746582,40.99574661254883,23.106651306152344,1798220
2010-05-03,41.11489486694336,41.74468231201172,40.97021484375,41.62553024291992,23.461612701416016,1518570
2010-05-04,41.1489372253418,41.38723373413086,40.79148864746094,40.97021484375,23.09225845336914,2038978
2010-05-05,40.79999923706055,41.055320739746094,40.348934173583984,40.544681549072266,22.852407455444336,1615743
2010-05-06,40.400001525878906,40.570213317871094,36.59574508666992,39.61701965332031,22.329553604125977,2867823
